file source,DatasetID,MicroplasticID,Scientist,Photo,Colour,SizeMM,Type,FTIR_Plastic,"FTIR_Plastic_Probability score >0,4",FTIR_Polymer,"FTIR_Polymer_Probability score >0,4",FTIR_Polymer_full,FTIR_Polymer_standardised,Match FTIR %,FTIR_MethodUsed,Info
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6882,086_6882_1,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_14_04_18_pro.jpg,grey,2.498,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6882,086_6882_2,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_14_07_54_pro.jpg,white,4.495,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6882,086_6882_3,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_14_14_47_pro.jpg,blue,3.037,films,yes,na,polyethylene,na,polyethylene,polyethylene,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6882,086_6882_4,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_14_18_09_pro.jpg,blue,2.516,fragments,yes,na,polypropylene,na,polypropylene,polypropylene,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6889,086_6889_1,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_12_44_58_pro.jpg,black,4.671,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6889,086_6889_2,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_12_51_05_pro.jpg,white,4.088,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6889,086_6889_3,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_12_55_37_pro.jpg,black,2.26,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6889,086_6889_4,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_13_02_50_pro.jpg,black,2.369,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6889,086_6889_5,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_13_05_54_pro.jpg,yellow,1.603,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6889,086_6889_6,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_13_10_59_pro.jpg,black,2.093,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6889,086_6889_7,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_13_18_34_pro.jpg,black,1.087,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6889,086_6889_8,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_13_24_20_pro.jpg,black,1.263,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_1,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_13_03_56_pro.jpg,white,10.772,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_2,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_13_07_41_pro.jpg,yellow,9.234,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_3,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_13_12_00_pro.jpg,white,6.084,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_4,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_13_16_41_pro.jpg,white,3.85,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_5,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_13_20_34_pro.jpg,white,7.671,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_6,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_13_24_48_pro.jpg,yellow,8.352,filaments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_7,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_13_31_06_pro.jpg,black,10.224,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_8,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_13_35_48_pro.jpg,brown,4.126,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_9,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_13_41_13_pro.jpg,white,4.122,fragments,yes,na,polyethylene,na,polyethylene,polyethylene,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_10,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_13_45_16_pro.jpg,white,4.318,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_11,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_13_51_39_pro.jpg,white,8.357,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_12,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_13_55_51_pro.jpg,white,4.338,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_13,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_14_02_28_pro.jpg,white,2.796,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_14,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_14_06_10_pro.jpg,white,2.63,films,yes,na,polyethylene,na,polyethylene,polyethylene,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_15,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_14_12_08_pro.jpg,black,4.086,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_16,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_14_15_14_pro.jpg,grey,2.813,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_17,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_14_23_58_pro.jpg,white,2.637,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_18,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_14_27_31_pro.jpg,white,2.76,fragments,yes,na,polyethylene,na,polyethylene,polyethylene,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_19,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_14_34_20_pro.jpg,white,1.785,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_20,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_14_37_46_pro.jpg,white,2.364,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_21,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_14_41_58_pro.jpg,yellow,2.008,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_22,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_14_48_19_pro.jpg,yellow,2.048,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_23,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_14_51_52_pro.jpg,white,1.785,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_24,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_14_55_39_pro.jpg,grey,1.182,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6892,086_6892_25,gudrun obersteiner; anna noichl; magdalena kraml,win_20240115_15_00_01_pro.jpg,white,1.057,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6895,086_6895_1,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_13_47_05_pro.jpg,white,1.566,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6895,086_6895_2,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_13_51_16_pro.jpg,grey,1.428,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6896,na,gudrun obersteiner; anna noichl; magdalena kraml,na,na,na,na,na,na,na,na,na,na,na,ParticleAnalysisProtocol_Austria,no particles found
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_1,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_11_13_21_pro.jpg,grey,5.656,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_2,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_11_17_14_pro.jpg,white,1.895,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_3,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_11_21_31_pro.jpg,white,2.716,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_4,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_11_31_06_pro.jpg,grey,1.986,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_5,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_11_34_01_pro.jpg,grey,4.43,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_6,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_11_37_58_pro.jpg,white,3.577,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_7,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_11_41_40_pro.jpg,grey,2.245,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_8,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_11_45_23_pro.jpg,white,3.245,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_9,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_11_49_22_pro.jpg,white,3.753,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_10,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_11_54_18_pro.jpg,grey,2.38,films,yes,na,polyethylene,na,polyethylene,polyethylene,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_11,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_11_58_07_pro.jpg,white,1.955,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_12,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_12_03_37_pro.jpg,white,4.122,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_13,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_12_07_04_pro.jpg,white,3.276,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_14,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_12_10_45_pro.jpg,white,2.629,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_15,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_12_14_29_pro.jpg,grey,5.368,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_16,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_12_18_12_pro.jpg,white,1.648,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_17,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_12_24_56_pro.jpg,white,2.624,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_18,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_13_19_07_pro.jpg,white,3.689,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_19,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_13_22_55_pro.jpg,white,6.887,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_20,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_13_27_34_pro.jpg,white,4.201,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_21,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_13_31_18_pro.jpg,white,2.51,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_22,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_13_35_03_pro.jpg,white,2.956,pellets,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_23,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_13_39_21_pro.jpg,grey,3.354,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_24,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_13_44_00_pro.jpg,grey,10.317,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_25,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_13_46_41_pro.jpg,grey,5.357,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_26,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_13_50_01_pro.jpg,brown,3.053,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_27,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_13_54_37_pro.jpg,white,2.754,fragments,yes,na,polystyrene,na,polystyrene,polystyrene,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_28,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_13_58_49_pro.jpg,grey,2.095,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_29,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_14_03_19_pro.jpg,grey,2.304,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_30,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_14_07_15_pro.jpg,grey,1.927,pellets,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_31,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_14_11_09_pro.jpg,white,2.317,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_32,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_14_14_59_pro.jpg,white,4.337,pellets,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_33,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_14_19_25_pro.jpg,white,2.543,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6903,086_6903_34,gudrun obersteiner; anna noichl; magdalena kraml,win_20240201_14_25_17_pro.jpg,white,1.258,pellets,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6904,086_6904_1a,gudrun obersteiner; anna noichl; magdalena kraml,win_20240109_13_00_33_pro.jpg,yellow,4.406,films,yes,na,polyethylene,na,polyethylene,polyethylene,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6904,086_6904_1b,gudrun obersteiner; anna noichl; magdalena kraml,win_20240109_13_00_33_pro.jpg,yellow,4.406,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6904,086_6904_2,gudrun obersteiner; anna noichl; magdalena kraml,win_20240109_13_11_52_pro.jpg,white,3.789,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6904,086_6904_3,gudrun obersteiner; anna noichl; magdalena kraml,win_20240109_13_15_08_pro.jpg,white,3.429,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6908,086_6908_1,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_10_52_17_pro.jpg,grey,2.929,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6908,086_6908_2,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_10_56_07_pro.jpg,grey,4.713,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6908,086_6908_3,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_11_01_34_pro.jpg,black,5.084,fragments,yes,na,polyethylene,na,polyethylene,polyethylene,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6908,086_6908_4,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_11_05_44_pro.jpg,grey,2.401,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6908,086_6908_5,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_11_19_04_pro.jpg,white,2.622,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6908,086_6908_6,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_11_31_21_pro.jpg,white,2.707,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6908,086_6908_7,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_11_35_18_pro.jpg,white,7.752,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6908,086_6908_8,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_11_41_03_pro.jpg,white,7.237,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6908,086_6908_9,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_11_44_18_pro.jpg,white,11.287,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6908,086_6908_10,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_11_44_45_pro.jpg,white,6.721,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6908,086_6908_11,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_11_46_06_pro.jpg,white,1.704,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6908,086_6908_12,gudrun obersteiner; anna noichl; magdalena kraml,win_20240111_11_52_32_pro.jpg,brown,2.476,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6908,086_6908_13,gudrun obersteiner; anna noichl; magdalena kraml,win_20240118_11_29_05_pro.jpg,multicolour,35.607,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6932,086_6932_1,gudrun obersteiner; anna noichl; magdalena kraml,win_20240207_13_33_38_pro.jpg,grey,4.789,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6932,086_6932_2,gudrun obersteiner; anna noichl; magdalena kraml,win_20240207_13_36_38_pro.jpg,white,2.369,fragments,yes,na,polystyrene,na,polystyrene,polystyrene,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6932,086_6932_3,gudrun obersteiner; anna noichl; magdalena kraml,win_20240207_13_40_39_pro.jpg,brown,2.579,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6932,086_6932_4,gudrun obersteiner; anna noichl; magdalena kraml,win_20240207_13_44_17_pro.jpg,blue,3.156,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6932,086_6932_5,gudrun obersteiner; anna noichl; magdalena kraml,win_20240207_13_47_43_pro.jpg,white,3.961,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6932,086_6932_6,gudrun obersteiner; anna noichl; magdalena kraml,win_20240207_13_51_15_pro.jpg,white,2.465,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6932,086_6932_7,gudrun obersteiner; anna noichl; magdalena kraml,win_20240207_13_55_31_pro.jpg,white,2.756,films,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6933,086_6933_1,gudrun obersteiner; anna noichl; magdalena kraml,win_20240213_16_04_37_pro.jpg,grey,2.401,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6933,086_6933_2,gudrun obersteiner; anna noichl; magdalena kraml,win_20240213_16_08_27_pro.jpg,white,1.125,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
austria_verified_data_plasticpirates_spring2023_autumn2023.xlsx,at_6937,086_6937_1,gudrun obersteiner; anna noichl; magdalena kraml,win_20240213_15_51_39_pro.jpg,white,1.153,fragments,no,na,na,na,na,undefined non-plastic,na,ParticleAnalysisProtocol_Austria,na
